"filename", "language", "JSON", "JavaScript", "Markdown", "TypeScript", "comment", "blank", "total"
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\alumno\controller\alumno.controller.ts", "TypeScript", 0, 0, 0, 3, 0, 2, 5
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\alumno\service\alumno.service.spec.ts", "TypeScript", 0, 0, 0, 14, 0, 5, 19
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\alumno\service\alumno.service.ts", "TypeScript", 0, 0, 0, 3, 0, 2, 5
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\app.controller.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 5, 23
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\app.controller.ts", "TypeScript", 0, 0, 0, 10, 0, 3, 13
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\app.module.ts", "TypeScript", 0, 0, 0, 53, 0, 3, 56
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\app.service.ts", "TypeScript", 0, 0, 0, 7, 0, 2, 9
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\archivo\archivo.entity.ts", "TypeScript", 0, 0, 0, 16, 0, 5, 21
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\archivo\archivo.module.ts", "TypeScript", 0, 0, 0, 13, 0, 3, 16
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\archivo\controller\archivo.controller.spec.ts", "TypeScript", 0, 0, 0, 14, 0, 5, 19
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\archivo\controller\archivo.controller.ts", "TypeScript", 0, 0, 0, 3, 0, 2, 5
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\archivo\service\archivo.service.spec.ts", "TypeScript", 0, 0, 0, 14, 0, 5, 19
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\archivo\service\archivo.service.ts", "TypeScript", 0, 0, 0, 3, 0, 2, 5
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\colonia\colonia.entity.ts", "TypeScript", 0, 0, 0, 12, 0, 3, 15
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\colonia\colonia.module.ts", "TypeScript", 0, 0, 0, 13, 0, 3, 16
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\colonia\controller\colonia.controller.spec.ts", "TypeScript", 0, 0, 0, 14, 0, 5, 19
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\colonia\controller\colonia.controller.ts", "TypeScript", 0, 0, 0, 31, 0, 9, 40
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\colonia\interface\colonia.interface.ts", "TypeScript", 0, 0, 0, 3, 0, 0, 3
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\colonia\service\colonia.service.spec.ts", "TypeScript", 0, 0, 0, 14, 0, 5, 19
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\colonia\service\colonia.service.ts", "TypeScript", 0, 0, 0, 25, 0, 9, 34
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\curso\controller\curso.controller.spec.ts", "TypeScript", 0, 0, 0, 14, 0, 5, 19
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\curso\controller\curso.controller.ts", "TypeScript", 0, 0, 0, 3, 0, 2, 5
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\curso\curso.entity.ts", "TypeScript", 0, 0, 0, 30, 0, 7, 37
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\curso\curso.module.ts", "TypeScript", 0, 0, 0, 13, 0, 3, 16
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\curso\service\curso.service.spec.ts", "TypeScript", 0, 0, 0, 14, 0, 5, 19
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\curso\service\curso.service.ts", "TypeScript", 0, 0, 0, 3, 0, 2, 5
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\delegacion\controller\delegacion.controller.spec.ts", "TypeScript", 0, 0, 0, 14, 0, 5, 19
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\delegacion\controller\delegacion.controller.ts", "TypeScript", 0, 0, 0, 31, 0, 9, 40
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\delegacion\delegacion.entity.ts", "TypeScript", 0, 0, 0, 12, 0, 3, 15
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\delegacion\delegacion.module.ts", "TypeScript", 0, 0, 0, 13, 0, 3, 16
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\delegacion\interface\delegacion.interface.ts", "TypeScript", 0, 0, 0, 3, 0, 1, 4
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\delegacion\service\delegacion.service.spec.ts", "TypeScript", 0, 0, 0, 14, 0, 5, 19
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\delegacion\service\delegacion.service.ts", "TypeScript", 0, 0, 0, 25, 0, 9, 34
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\direccion\controller\direccion.controller.spec.ts", "TypeScript", 0, 0, 0, 14, 0, 5, 19
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\direccion\controller\direccion.controller.ts", "TypeScript", 0, 0, 0, 3, 0, 2, 5
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\direccion\direccion.entity.ts", "TypeScript", 0, 0, 0, 37, 0, 8, 45
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\direccion\direccion.module.ts", "TypeScript", 0, 0, 0, 13, 0, 3, 16
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\direccion\service\direccion.service.spec.ts", "TypeScript", 0, 0, 0, 14, 0, 5, 19
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\direccion\service\direccion.service.ts", "TypeScript", 0, 0, 0, 3, 0, 2, 5
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\docente\controller\docente.controller.spec.ts", "TypeScript", 0, 0, 0, 14, 0, 5, 19
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\docente\controller\docente.controller.ts", "TypeScript", 0, 0, 0, 3, 0, 2, 5
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\docente\docente.entity.ts", "TypeScript", 0, 0, 0, 15, 0, 4, 19
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\docente\docente.module.ts", "TypeScript", 0, 0, 0, 13, 0, 3, 16
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\docente\service\docente.service.spec.ts", "TypeScript", 0, 0, 0, 14, 0, 5, 19
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\docente\service\docente.service.ts", "TypeScript", 0, 0, 0, 3, 0, 2, 5
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\estado\controller\estado.controller.spec.ts", "TypeScript", 0, 0, 0, 14, 0, 5, 19
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\estado\controller\estado.controller.ts", "TypeScript", 0, 0, 0, 31, 0, 9, 40
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\estado\estado.entity.ts", "TypeScript", 0, 0, 0, 12, 0, 3, 15
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\estado\estado.module.ts", "TypeScript", 0, 0, 0, 13, 0, 3, 16
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\estado\interface\estado.interface.ts", "TypeScript", 0, 0, 0, 3, 0, 1, 4
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\estado\service\estado.service.spec.ts", "TypeScript", 0, 0, 0, 14, 0, 5, 19
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\estado\service\estado.service.ts", "TypeScript", 0, 0, 0, 25, 0, 9, 34
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\main.ts", "TypeScript", 0, 0, 0, 7, 0, 2, 9
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\materia\controller\materia.controller.spec.ts", "TypeScript", 0, 0, 0, 14, 0, 5, 19
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\materia\controller\materia.controller.ts", "TypeScript", 0, 0, 0, 3, 0, 2, 5
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\materia\materia.entity.ts", "TypeScript", 0, 0, 0, 12, 0, 3, 15
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\materia\materia.module.ts", "TypeScript", 0, 0, 0, 13, 0, 3, 16
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\materia\service\materia.service.spec.ts", "TypeScript", 0, 0, 0, 14, 0, 5, 19
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\materia\service\materia.service.ts", "TypeScript", 0, 0, 0, 3, 0, 2, 5
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\mensaje\controller\mensaje.controller.spec.ts", "TypeScript", 0, 0, 0, 14, 0, 5, 19
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\mensaje\controller\mensaje.controller.ts", "TypeScript", 0, 0, 0, 3, 0, 2, 5
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\mensaje\mensaje.entity.ts", "TypeScript", 0, 0, 0, 30, 0, 7, 37
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\mensaje\mensaje.module.ts", "TypeScript", 0, 0, 0, 13, 0, 3, 16
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\mensaje\service\mensaje.service.spec.ts", "TypeScript", 0, 0, 0, 14, 0, 5, 19
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\mensaje\service\mensaje.service.ts", "TypeScript", 0, 0, 0, 3, 0, 2, 5
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\publicacion\controller\publicacion.controller.spec.ts", "TypeScript", 0, 0, 0, 14, 0, 5, 19
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\publicacion\controller\publicacion.controller.ts", "TypeScript", 0, 0, 0, 3, 0, 2, 5
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\publicacion\publicacion.entity.ts", "TypeScript", 0, 0, 0, 31, 0, 8, 39
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\publicacion\publicacion.module.ts", "TypeScript", 0, 0, 0, 13, 0, 3, 16
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\publicacion\service\publicacion.service.spec.ts", "TypeScript", 0, 0, 0, 14, 0, 5, 19
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\publicacion\service\publicacion.service.ts", "TypeScript", 0, 0, 0, 3, 0, 2, 5
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\sala\controller\sala.controller.spec.ts", "TypeScript", 0, 0, 0, 14, 0, 5, 19
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\sala\controller\sala.controller.ts", "TypeScript", 0, 0, 0, 3, 0, 2, 5
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\sala\sala.entity.ts", "TypeScript", 0, 0, 0, 22, 0, 5, 27
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\sala\sala.module.ts", "TypeScript", 0, 0, 0, 13, 0, 3, 16
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\sala\service\sala.service.spec.ts", "TypeScript", 0, 0, 0, 14, 0, 5, 19
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\sala\service\sala.service.ts", "TypeScript", 0, 0, 0, 3, 0, 2, 5
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\situacion-academica\controller\situacion-academica.controller.spec.ts", "TypeScript", 0, 0, 0, 14, 0, 5, 19
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\situacion-academica\controller\situacion-academica.controller.ts", "TypeScript", 0, 0, 0, 3, 0, 2, 5
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\situacion-academica\service\situacion-academica.service.spec.ts", "TypeScript", 0, 0, 0, 14, 0, 5, 19
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\situacion-academica\service\situacion-academica.service.ts", "TypeScript", 0, 0, 0, 3, 0, 2, 5
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\situacion-academica\situacion-academica.entity.ts", "TypeScript", 0, 0, 0, 12, 0, 3, 15
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\situacion-academica\situacion-academica.module.ts", "TypeScript", 0, 0, 0, 11, 0, 3, 14
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\usuario\controller\usuario.controller.spec.ts", "TypeScript", 0, 0, 0, 14, 0, 5, 19
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\usuario\controller\usuario.controller.ts", "TypeScript", 0, 0, 0, 3, 0, 2, 5
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\usuario\service\usuario.service.spec.ts", "TypeScript", 0, 0, 0, 14, 0, 5, 19
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\usuario\service\usuario.service.ts", "TypeScript", 0, 0, 0, 3, 0, 2, 5
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\usuario\usuario.entity.ts", "TypeScript", 0, 0, 0, 26, 0, 9, 35
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\src\usuario\usuario.module.ts", "TypeScript", 0, 0, 0, 13, 0, 3, 16
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\test\app.e2e-spec.ts", "TypeScript", 0, 0, 0, 20, 0, 5, 25
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\test\jest-e2e.json", "JSON", 9, 0, 0, 0, 0, 1, 10
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\tsconfig.build.json", "JSON", 3, 0, 0, 0, 2, 0, 5
"c:\Users\Isaac\Documents\ESCOM\Ing de Software\proyecto\ing-software-backend\tsconfig.json", "JSON", 15, 0, 0, 0, 0, 1, 16
"Total", "-", 8399, 24, 59, 1290, 15, 427, 10214
